collisions
67
57
82
66
69
64
66
51
76
66
70
88
66
69
61
71
63
54
71
64
62
56
64
57
66
69
72
78
74
67
64
79
59
77
75
71
62
84
71
66
64
71
58
68
71
65
59
53
64
75
63
71
73
68
80
81
67
73
58
76
63
48
67
63
72
70
57
74
83
67
65
66
61
64
59
57
73
75
70
69
62
61
54
62
69
75
65
65
58
68
68
70
75
58
68
64
68
77
66
52
62
66
67
54
78
68
58
63
56
60
58
65
70
68
60
76
71
72
65
79
59
91
71
69
53
73
62
73
67
72
67
66
85
89
61
58
68
74
70
55
51
61
67
65
59
54
74
70
77
75
69
86
72
71
76
71
67
73
80
75
73
84
80
74
82
57
68
61
62
76
67
70
60
87
67
54
59
76
61
84
76
71
63
71
84
57
79
74
68
70
64
76
62
65
65
83
70
71
68
68
85
58
69
85
71
60
70
71
63
80
53
66
77
59
54
79
60
52
90
51
76
69
74
71
72
63
73
52
63
64
62
70
68
64
62
77
89
79
82
75
72
71
64
80
69
78
78
72
53
71
70
69
75
66
86
65
71
75
71
86
53
61
75
68
54
61
73
85
80
68
75
80
75
70
84
71
61
79
81
76
71
75
63
58
55
79
68
78
61
79
65
65
80
67
66
78
75
60
69
81
76
62
67
68
89
68
63
70
74
71
62
73
78
54
72
71
57
58
66
75
68
61
69
63
70
55
69
65
78
66
66
72
68
77
61
73
67
73
65
68
76
65
67
69
63
59
56
83
60
71
67
59
74
81
78
70
59
78
85
66
62
67
71
74
73
72
63
69
67
65
80
59
61
71
78
70
62
75
82
62
58
58
65
70
80
81
57
69
74
64
75
73
76
66
56
68
71
74
73
67
69
68
78
60
73
75
67
66
73
72
61
52
71
63
63
79
78
72
72
96
76
59
54
68
67
74
71
70
60
68
59
68
88
81
77
60
64
85
66
77
74
79
67
65
66
60
51
65
80
81
76
65
66
94
58
74
74
69
68
69
55
43
74
72
63
70
76
64
62
49
88
80
74
78
64
71
64
78
50
74
70
80
75
59
62
64
63
81
69
72
60
82
74
77
70
57
71
59
66
63
77
71
60
58
60
84
74
86
63
60
69
67
67
89
69
72
67
61
76
86
77
67
60
72
59
68
60
72
60
65
65
68
74
60
76
80
78
80
84
65
78
73
65
70
70
62
70
64
71
82
63
82
60
78
81
61
71
59
69
85
82
70
60
70
64
89
62
60
82
72
59
79
64
64
59
66
89
56
71
64
74
100
67
59
67
82
65
69
76
69
67
66
64
66
62
63
73
75
69
65
64
70
73
62
77
77
70
82
47
78
83
70
84
66
63
78
53
67
66
61
64
73
71
72
68
71
64
