collisions
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15
0
79
0
9
0
0
0
424
1
1
161
41
8
130
4
1
6
4
5
0
0
0
0
0
12
0
583
680
285
160
131
448
182
673
1151
73
33
130
908
153
181
169
11
148
442
945
58
19
335
2
102
4
4
0
0
0
0
0
6993
2763
2102
1864
1137
2654
1005
3704
3359
238
386
1755
2058
1413
3799
1623
142
1370
4282
9453
697
315
4253
0
949
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
119
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1443
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
